"","Year_Birth","Education","Marital_Status","Income","Kidhome","Teenhome","Dt_Customer","Recency","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Complain","Z_CostContact","Z_Revenue","Response","Age","Total_Purchaase","Is_Parent","Has_Partner","Family_Size","campaign_participation","cluster"
"153",1975,"Postgraduate","Divorced",74165,0,0,2013-05-01,9,1001,12,240,16,12,12,1,5,4,10,2,0,0,0,0,0,0,3,11,0,39,1305,0,0,0,0,"3"
"154",1973,"Postgraduate","Married",157243,0,1,2014-03-01,98,20,2,1582,1,2,1,15,0,22,0,0,0,0,0,0,0,0,3,11,0,41,1610,1,1,2,0,"3"
"155",1966,"Graduate","Together",43482,2,1,2013-11-13,83,18,1,32,6,3,28,3,2,0,4,6,0,0,0,0,0,0,3,11,0,48,91,1,1,4,0,"2"
"156",1953,"Graduate","Divorced",62551,0,0,2013-11-18,27,125,16,98,134,21,27,1,6,7,4,3,1,0,0,0,0,0,3,11,0,61,442,0,0,0,1,"3"
"157",1959,"Graduate","Divorced",52332,0,0,2013-08-28,63,212,5,33,7,0,2,1,3,2,6,4,0,1,0,0,0,0,3,11,0,55,259,0,0,0,1,"3"
"158",1988,"Graduate","Single",66951,0,0,2013-11-02,46,277,162,305,173,76,124,1,3,4,7,1,0,0,0,0,0,0,3,11,0,26,1193,0,0,0,0,"3"
"159",1957,"Graduate","Together",26091,1,1,2014-02-25,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,3,11,0,57,106,1,1,3,0,"2"
"160",1965,"Graduate","Together",33456,1,1,2014-04-21,58,7,3,10,8,1,7,2,1,0,3,7,0,0,0,0,0,0,3,11,0,49,37,1,1,3,0,"1"
"161",1982,"Graduate","Married",28718,1,0,2013-07-13,78,12,4,6,11,8,16,2,2,0,3,8,0,0,0,0,0,0,3,11,0,32,65,1,1,2,0,"1"
"162",1970,"Graduate","Married",50447,2,0,2014-04-21,4,85,7,24,2,3,27,1,3,1,3,6,0,0,0,0,0,0,3,11,0,44,151,1,1,3,0,"1"
"163",1959,"Postgraduate","Together",53537,1,1,2014-01-30,17,81,0,6,0,0,6,2,2,1,3,5,0,0,0,0,0,0,3,11,0,55,93,1,1,3,0,"2"
"164",1967,"Graduate","Single",52074,0,1,2014-04-04,77,59,0,12,0,0,48,1,2,2,2,4,1,0,0,0,0,0,3,11,0,47,119,1,0,1,1,"4"
"165",1975,"Postgraduate","Married",80427,0,1,2012-09-12,56,1149,71,449,69,71,26,1,11,8,8,5,0,0,0,0,0,0,3,11,0,39,1906,1,1,2,0,"2"
"166",1948,"Postgraduate","Married",83837,0,0,2012-12-16,79,847,66,119,86,89,111,1,9,10,5,4,0,1,0,1,0,0,3,11,1,66,1407,0,1,1,1,"3"
"167",1970,"Postgraduate","Married",38853,1,1,2014-05-23,90,29,0,14,0,0,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,44,45,1,1,3,0,"2"
"168",1959,"Graduate","Together",38285,2,1,2014-06-24,96,2,0,5,2,0,1,1,0,0,3,2,0,0,0,0,0,0,3,11,0,55,10,1,1,4,0,"2"
"169",1951,"Undergraduate","Married",78497,0,0,2013-12-01,44,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0,3,11,0,63,978,0,1,1,1,"3"
"170",1976,"Postgraduate","Married",51650,0,1,2014-05-11,81,152,3,22,2,5,7,1,4,1,4,5,0,0,0,0,0,0,3,11,0,38,196,1,1,2,0,"2"
"171",1988,"Undergraduate","Married",16248,1,0,2014-05-10,77,12,11,10,3,12,9,3,2,1,3,6,0,0,0,0,0,0,3,11,0,26,69,1,1,2,0,"1"
"172",1946,"Postgraduate","Married",66835,0,0,2013-09-28,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,3,11,0,68,1050,0,1,1,0,"3"
"173",1984,"Postgraduate","Married",30477,1,0,2014-01-22,16,47,1,6,0,0,12,1,1,1,3,6,0,0,0,0,0,0,3,11,0,30,66,1,1,2,0,"1"
"174",1961,"Undergraduate","Married",28249,0,0,2014-06-15,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,3,11,0,53,57,0,1,1,0,"1"
"175",1983,"Graduate","Married",25271,1,0,2012-12-05,45,10,1,18,10,4,7,1,1,1,2,9,0,0,0,0,0,0,3,11,0,31,54,1,1,2,0,"1"
"176",1970,"Postgraduate","Single",32303,0,1,2014-03-08,63,35,0,2,0,0,2,2,1,0,4,5,0,0,0,0,0,0,3,11,0,44,39,1,0,1,0,"4"
"177",1966,"Graduate","Married",61286,0,1,2013-08-02,34,356,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,0,3,11,0,48,617,1,1,2,0,"2"
"178",1976,"Graduate","Married",74068,0,0,2013-03-19,14,783,30,537,140,76,15,1,4,10,9,2,0,0,0,0,0,0,3,11,0,38,1657,0,1,1,0,"3"
"179",1964,"Postgraduate","Married",45759,1,1,2013-02-23,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,3,11,0,50,68,1,1,3,0,"2"
"180",1978,"Undergraduate","Together",24882,1,0,2012-09-09,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,3,11,0,36,80,1,1,2,1,"1"
"181",1989,"Postgraduate","Together",66973,0,0,2013-05-17,98,466,22,432,147,113,102,1,8,7,12,3,0,0,0,0,0,0,3,11,0,25,1395,0,1,1,0,"3"
"182",1900,"Undergraduate","Divorced",36640,1,0,2013-09-26,99,15,6,8,7,4,25,1,2,1,2,5,0,0,0,0,0,1,3,11,0,70,69,1,0,1,0,"4"
"183",1988,"Graduate","Married",38872,1,0,2013-05-30,93,23,3,21,3,19,22,2,3,0,3,8,0,0,0,0,0,0,3,11,0,26,110,1,1,2,0,"1"
"184",1973,"Graduate","Married",51148,1,1,2013-02-18,38,235,6,45,8,9,12,4,5,1,6,6,0,0,0,0,0,0,3,11,0,41,324,1,1,3,0,"1"
"185",1977,"Graduate","Married",31353,1,1,2013-12-29,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,3,11,0,37,32,1,1,3,0,"1"
"186",1980,"Postgraduate","Married",69661,0,0,2014-05-13,80,656,16,106,32,16,8,1,7,3,12,3,0,0,0,0,0,0,3,11,0,34,850,0,1,1,0,"3"
"187",1954,"Graduate","Married",80067,0,0,2013-09-19,82,519,17,813,27,173,51,1,4,6,6,2,0,0,1,0,0,0,3,11,0,60,1773,0,1,1,1,"3"
"188",1954,"Graduate","Married",86718,0,0,2013-01-17,20,344,189,482,50,33,172,1,5,6,5,2,0,0,0,0,0,0,3,11,0,60,1303,0,1,1,0,"3"
"189",1973,"Postgraduate","Single",46854,1,1,2014-03-31,81,96,1,79,7,1,79,6,5,1,3,8,1,0,0,0,0,0,3,11,1,41,264,1,0,2,1,"4"
"190",1952,"Graduate","Divorced",69142,0,1,2014-06-29,50,448,4,34,6,4,39,3,8,1,7,5,0,1,0,0,0,0,3,11,0,62,539,1,0,1,1,"4"
"191",1968,"Graduate","Single",75922,0,0,2013-12-09,60,265,138,553,224,23,92,1,4,4,9,1,0,0,0,0,0,0,3,11,0,46,1318,0,0,0,0,"3"
"192",1978,"Graduate","Divorced",63693,0,1,2013-10-14,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,3,11,0,36,1237,1,0,1,0,"4"
"193",1977,"Postgraduate","Together",102160,0,0,2012-11-02,54,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,0,3,11,1,37,1416,0,1,1,1,"3"
"194",1965,"Postgraduate","Single",40637,1,1,2013-07-17,72,22,0,13,0,0,3,2,1,0,3,7,0,0,0,0,0,0,3,11,0,49,38,1,0,2,0,"4"
"195",1984,"Postgraduate","Single",18890,0,0,2012-11-10,5,6,4,1,7,2,15,1,0,1,2,6,1,0,0,0,0,0,3,11,1,30,37,0,0,0,1,"4"
"196",1988,"Graduate","Together",29604,1,0,2013-12-08,88,7,6,13,7,6,14,1,1,0,3,9,1,0,0,0,0,0,3,11,0,26,59,1,1,2,1,"1"
"197",1963,"Postgraduate","Divorced",48721,1,1,2013-05-13,50,81,18,113,47,13,21,6,4,2,5,6,0,0,0,0,0,0,3,11,0,51,306,1,0,2,0,"4"
"198",1966,"Graduate","Married",44794,0,1,2014-06-08,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,3,11,0,48,65,1,1,2,0,"1"
"199",1954,"Graduate","Divorced",64497,0,1,2012-09-10,17,1170,48,320,42,32,192,5,11,4,9,8,1,0,0,0,0,0,3,11,1,60,1836,1,0,1,1,"3"
"200",1956,"Graduate","Together",46097,0,1,2013-03-31,11,72,24,68,65,4,8,5,3,1,6,4,0,0,0,0,0,0,3,11,0,58,245,1,1,2,0,"2"
"201",1954,"Graduate","Together",77972,0,0,2014-03-18,18,613,22,319,33,102,12,1,4,6,9,1,0,0,0,0,0,0,3,11,0,60,1203,0,1,1,0,"3"
"202",1968,"Postgraduate","Married",44377,1,1,2012-10-05,70,224,0,30,0,0,10,8,5,1,5,8,0,0,0,0,0,0,3,11,0,46,264,1,1,3,0,"2"
"203",1974,"Postgraduate","Together",46014,1,1,2013-01-21,21,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,3,11,0,40,550,1,1,3,0,"2"
"204",1985,"Graduate","Married",70951,0,0,2013-05-04,66,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,3,11,0,29,1285,0,1,1,0,"3"
"205",1977,"Graduate","Married",41443,1,0,2014-04-01,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,3,11,0,37,501,1,1,2,0,"1"
"206",1978,"Undergraduate","Single",52195,2,1,2014-05-12,2,12,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,36,17,1,0,3,0,"1"
"207",1948,"Postgraduate","Married",83790,0,0,2013-11-15,81,1076,16,417,42,48,16,1,8,10,6,3,0,1,1,0,0,0,3,11,0,66,1663,0,1,1,1,"3"
"208",1954,"Postgraduate","Widow",44551,0,1,2013-08-31,24,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,3,11,0,60,285,1,0,1,0,"4"
"209",1980,"Graduate","Together",69508,1,0,2012-11-14,48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,3,11,0,34,1167,1,1,2,0,"2"
"210",1988,"Undergraduate","Together",45204,1,0,2014-04-11,93,30,11,25,29,1,18,1,1,1,4,3,0,0,0,0,0,0,3,11,0,26,115,1,1,2,0,"1"
"211",1969,"Graduate","Married",72460,0,0,2013-11-14,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,3,11,0,45,1077,0,1,1,0,"3"
"212",1970,"Postgraduate","Together",77622,0,2,2014-04-14,3,520,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,3,11,0,44,714,1,1,3,0,"2"
"213",1980,"Postgraduate","Married",30732,1,0,2013-01-05,44,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,3,11,0,34,186,1,1,2,0,"1"
"214",1962,"Graduate","Divorced",63887,0,1,2012-09-08,38,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,3,11,0,52,1256,1,0,1,0,"4"
"215",1978,"Graduate","Together",42011,1,0,2013-03-26,46,131,0,16,2,1,39,4,3,1,4,8,0,0,0,0,0,0,3,11,0,36,190,1,1,2,0,"1"
"216",1976,"Graduate","Together",51369,0,1,2012-10-25,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,3,11,0,38,587,1,1,2,0,"1"
"217",1952,"Graduate","Divorced",51537,0,1,2012-12-09,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,3,11,0,62,1103,1,0,1,0,"4"
"218",1972,"Postgraduate","Married",79930,0,0,2012-08-08,72,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,3,11,0,42,1804,0,1,1,0,"3"
"219",1986,"Postgraduate","Together",34320,1,0,2014-02-16,66,4,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0,3,11,0,28,17,1,1,2,0,"1"
"220",1966,"Graduate","Single",37070,1,1,2013-03-20,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,3,11,1,48,448,1,0,2,1,"4"
"221",1962,"Undergraduate","Divorced",81975,0,1,2013-01-05,2,983,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,0,3,11,0,52,1726,1,0,1,1,"3"
"222",1971,"Graduate","Together",38590,1,0,2013-05-15,65,3,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,0,3,11,0,43,25,1,1,2,0,"1"
"223",1951,"Graduate","Single",15033,0,0,2014-04-16,37,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0,3,11,0,63,19,0,0,0,0,"4"
"224",1965,"Postgraduate","Married",62745,0,1,2013-03-23,89,562,21,464,28,10,32,3,7,8,11,5,0,0,0,0,0,0,3,11,0,49,1127,1,1,2,0,"2"
"225",1975,"Undergraduate","Married",22212,1,0,2013-12-09,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,3,11,0,39,77,1,1,2,0,"1"
"226",1982,"Postgraduate","Together",23661,1,0,2013-12-04,46,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,32,23,1,1,2,0,"1"
"227",1958,"Postgraduate","Single",79761,0,1,2013-10-04,32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,3,11,0,56,640,1,0,1,0,"4"
"228",1973,"Graduate","Single",7500,1,0,2013-12-26,54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,3,11,0,41,64,1,0,1,0,"4"
"229",1893,"Undergraduate","Single",60182,0,1,2014-05-17,23,8,0,5,7,0,2,1,1,0,2,4,0,0,0,0,0,0,3,11,0,70,22,1,0,1,0,"4"
"230",1968,"Graduate","Widow",73455,0,0,2013-10-28,98,901,61,757,186,163,20,1,6,5,10,3,0,1,0,0,0,0,3,11,0,46,2251,0,0,0,1,"3"
"231",1958,"Graduate","Together",64961,0,1,2012-12-23,97,382,114,276,75,124,38,2,6,4,4,3,0,0,0,0,0,0,3,11,0,56,1133,1,1,2,0,"2"
"232",1971,"Graduate","Single",22804,1,0,2013-07-31,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,3,11,0,43,27,1,0,1,0,"4"
"233",1990,"Graduate","Married",73687,0,0,2013-11-28,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,3,11,1,24,1640,0,1,1,1,"3"
"234",1958,"Graduate","Married",61074,0,1,2012-08-17,37,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,3,11,0,56,1130,1,1,2,0,"2"
"235",1964,"Postgraduate","Married",31686,1,1,2014-06-05,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,50,17,1,1,3,0,"2"
"236",1972,"Graduate","Married",80134,1,0,2013-05-20,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,3,11,1,42,1690,1,1,2,1,"3"
"237",1953,"Graduate","Married",75027,0,1,2013-01-09,74,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,3,11,0,61,1402,1,1,2,0,"2"
"238",1988,"Postgraduate","Married",67546,0,0,2012-08-31,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,3,11,0,26,2164,0,1,1,0,"3"
"239",1969,"Postgraduate","Together",65176,0,1,2012-10-29,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,3,11,0,45,1601,1,1,2,0,"2"
"240",1975,"Postgraduate","Single",31160,1,0,2013-09-16,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,3,11,0,39,65,1,0,1,0,"4"
"241",1985,"Graduate","Single",29938,1,0,2013-10-27,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,3,11,0,29,28,1,0,1,0,"4"
"242",1974,"Graduate","Divorced",102692,0,0,2013-04-05,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,0,3,11,1,40,1284,0,0,0,1,"3"
"243",1958,"Undergraduate","Together",26490,0,0,2012-09-22,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,3,11,0,56,230,0,1,1,0,"1"
"244",1967,"Graduate","Together",75702,1,1,2012-08-29,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,3,11,0,47,1190,1,1,3,0,"2"
"245",1974,"Postgraduate","Single",30899,1,0,2012-10-13,35,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,40,33,1,0,1,0,"4"
"246",1961,"Postgraduate","Together",63342,0,1,2012-10-16,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,3,11,0,53,1111,1,1,2,1,"2"
"247",1964,"Graduate","Single",45989,0,1,2012-10-22,97,138,33,87,28,24,12,4,3,2,7,3,0,0,0,0,0,0,3,11,0,50,346,1,0,1,0,"4"
"248",1964,"Graduate","Single",18701,1,1,2013-06-04,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,3,11,0,50,50,1,0,2,0,"4"
"249",1957,"Postgraduate","Single",40737,2,1,2013-12-08,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,57,17,1,0,3,0,"2"
"250",1979,"Graduate","Divorced",15287,1,0,2012-10-10,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,3,11,1,35,34,1,0,1,1,"4"
"251",1968,"Postgraduate","Divorced",69674,0,2,2013-05-22,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,3,11,0,46,845,1,0,2,0,"4"
"252",1970,"Postgraduate","Married",44159,1,0,2014-06-17,85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,3,11,0,44,288,1,1,2,0,"2"
"253",1978,"Postgraduate","Married",37717,1,0,2012-11-23,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,3,11,0,36,26,1,1,2,0,"2"
"254",1952,"Postgraduate","Together",43776,1,1,2013-02-03,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0,3,11,1,62,277,1,1,3,1,"2"
"255",1966,"Postgraduate","Married",38179,1,1,2013-03-14,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,3,11,0,48,92,1,1,3,0,"2"
"256",1963,"Graduate","Married",80124,0,0,2014-06-26,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,3,11,0,51,1579,0,1,1,1,"3"
"257",1970,"Postgraduate","Married",38097,1,1,2012-10-15,70,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,0,3,11,1,44,185,1,1,3,1,"2"
"258",1970,"Graduate","Married",72940,0,0,2013-06-19,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,3,11,0,44,1130,0,1,1,0,"3"
"259",1970,"Graduate","Together",22070,1,0,2013-10-04,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,3,11,0,44,69,1,1,2,0,"1"
"260",1953,"Graduate","Single",69267,0,0,2012-09-22,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,3,11,1,61,1708,0,0,0,1,"3"
"261",1983,"Postgraduate","Single",31788,1,0,2014-03-20,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,3,11,0,31,68,1,0,1,0,"4"
"262",1975,"Postgraduate","Together",61905,0,1,2014-02-04,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,3,11,0,39,233,1,1,2,0,"2"
"263",1960,"Graduate","Married",29315,1,1,2014-04-06,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,3,11,0,54,55,1,1,3,0,"2"
"264",1963,"Graduate","Divorced",33378,1,1,2013-02-06,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,3,11,0,51,106,1,0,2,0,"4"
"265",1963,"Postgraduate","Together",66313,0,1,2013-09-16,86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,3,11,0,51,792,1,1,2,0,"2"
"266",1956,"Graduate","Single",60714,0,0,2013-01-17,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,3,11,1,58,1049,0,0,0,1,"3"
"267",1981,"Postgraduate","Together",77882,0,0,2014-04-30,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,3,11,0,33,840,0,1,1,0,"3"
"268",1986,"Postgraduate","Single",69867,0,0,2013-04-02,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,3,11,1,28,1055,0,0,0,1,"3"
"269",1968,"Postgraduate","Divorced",63841,0,1,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,3,11,0,46,915,1,0,1,0,"4"
"270",1981,"Undergraduate","Married",24480,1,0,2013-02-11,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,3,11,0,33,127,1,1,2,0,"1"
"271",1976,"Graduate","Together",51369,0,1,2012-10-25,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,3,11,0,38,587,1,1,2,0,"1"
"272",1946,"Graduate","Together",37760,0,0,2012-08-31,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,3,11,0,68,329,0,1,1,0,"4"
"273",1974,"Postgraduate","Together",65640,0,1,2014-03-01,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,3,11,0,40,476,1,1,2,0,"2"
"274",1975,"Postgraduate","Married",44319,1,1,2014-04-17,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,3,11,0,39,37,1,1,3,0,"2"
"275",1974,"Graduate","Married",30631,1,0,2013-07-12,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,3,11,0,40,75,1,1,2,0,"1"
"276",1952,"Graduate","Together",75278,0,0,2013-01-29,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,3,11,0,62,1004,0,1,1,0,"3"
"277",1956,"Postgraduate","Together",50898,1,1,2013-01-08,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,3,11,0,58,973,1,1,3,0,"2"
"278",1966,"Graduate","Widow",79946,0,0,2014-05-12,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,3,11,0,48,1619,0,0,0,0,"3"
"279",1949,"Postgraduate","Divorced",35416,0,0,2013-06-13,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,3,11,0,65,393,0,0,0,0,"4"
"280",1984,"Undergraduate","Together",32414,0,0,2013-07-04,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,3,11,0,30,61,0,1,1,1,"1"
"281",1969,"Graduate","Together",38361,1,0,2013-12-27,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,3,11,0,45,145,1,1,2,0,"1"
"282",1980,"Graduate","Married",82497,0,0,2012-10-31,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,3,11,0,34,1940,0,1,1,1,"3"
"283",1971,"Graduate","Together",16626,2,0,2014-01-15,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,3,11,0,43,69,1,1,3,0,"1"
"284",1965,"Graduate","Together",29672,1,1,2013-03-12,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,3,11,0,49,29,1,1,3,0,"1"
"285",1952,"Postgraduate","Together",55951,0,1,2012-08-23,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,3,11,0,62,1387,1,1,2,1,"2"
"286",1988,"Undergraduate","Divorced",35388,1,0,2013-03-07,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,3,11,0,26,35,1,0,1,0,"1"
"287",1986,"Postgraduate","Together",42386,1,0,2013-01-13,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,3,11,0,28,104,1,1,2,0,"1"
"288",1982,"Graduate","Single",68627,0,0,2013-01-12,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,3,11,0,32,879,0,0,0,0,"3"
"289",1965,"Postgraduate","Divorced",57912,0,1,2014-03-17,34,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,3,11,0,49,916,1,0,1,1,"4"
"290",1958,"Graduate","Divorced",35246,1,1,2014-04-16,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,3,11,0,56,64,1,0,2,0,"4"
"291",1956,"Undergraduate","Together",58821,0,1,2013-10-12,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,3,11,0,58,728,1,1,2,0,"1"
"292",1978,"Postgraduate","Married",46377,1,0,2014-03-01,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,3,11,0,36,93,1,1,2,0,"2"
"293",1988,"Graduate","Single",39747,1,0,2014-04-13,43,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,3,11,0,26,286,1,0,1,0,"4"
"294",1984,"Graduate","Together",23976,1,0,2013-12-27,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,3,11,0,30,69,1,1,2,0,"1"
"295",1961,"Postgraduate","Married",80950,0,0,2013-03-28,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,3,11,0,53,1360,0,1,1,1,"3"
"296",1966,"Graduate","Widow",27038,0,0,2012-09-18,64,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,0,3,11,1,48,130,0,0,0,1,"4"
"297",1947,"Graduate","Single",77457,0,0,2014-03-05,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,3,11,0,67,1202,0,0,0,1,"3"
"298",1964,"Postgraduate","Married",64100,0,1,2013-09-10,93,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0,0,3,11,0,50,546,1,1,2,1,"2"
"299",1992,"Postgraduate","Together",42670,0,0,2013-04-27,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,3,11,0,22,245,0,1,1,0,"1"
"300",1976,"Graduate","Divorced",12571,1,0,2014-01-18,86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,3,11,0,38,65,1,0,1,0,"4"
"301",1967,"Graduate","Married",22574,2,1,2013-10-28,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,47,37,1,1,4,0,"1"
"302",1976,"Postgraduate","Single",70893,0,0,2013-02-06,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,3,11,0,38,1552,0,0,0,0,"3"
"303",1966,"Graduate","Married",54198,1,1,2013-12-17,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,3,11,0,48,237,1,1,3,0,"2"
"304",1956,"Postgraduate","Together",28839,1,1,2014-03-11,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,3,11,0,58,32,1,1,3,0,"2"
"305",1972,"Graduate","Married",40321,1,1,2013-07-29,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,3,11,0,42,102,1,1,3,0,"1"
"306",1985,"Graduate","Single",66503,1,0,2012-08-14,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,3,11,0,29,404,1,0,1,0,"4"
"307",1951,"Graduate","Married",30833,1,1,2013-07-16,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,3,11,0,63,29,1,1,3,0,"2"
